Nama_Pengguna,Tanggal,Rating,Komentar,Balasan_Developer,Jumlah_Like
Alfa Pernandez,2024-11-19,5,"gw emang belum dapet akses karena belum cukup rezekinya untuk masuk member ac, tapi dri info dc, dari edukasi yt, belajar di yt, udah ngasih gw pelajaran tentang apa itu investasi, apa itu bitcoin, gimana cara kerjanya, apa aja yg harus di dahulukan, tentang investasi leher keatas, tapi semoga nanti gw bisa bergabung bersama manusia-manusia smart money ini.",,1
git store,2024-11-19,1,"research dari yang lain , kok bisa2nya di duitin",,2
For Nuyul,2024-11-19,1,"Platform sampah, materi selangit praktek nol besar. Yg belum join jangan sampai kegocek, jauhi",,1
ANDRI STEVANO,2024-11-19,5,"""Aplikasi edukasi terbaik untuk pemula di dunia crypto! Materi yang disediakan sangat lengkap, mudah dipahami, dan cocok untuk siapa saja yang ingin belajar tentang blockchain, Bitcoin, dan investasi crypto. Fitur interaktifnya juga membuat proses belajar jadi lebih menarik. Saya sangat merekomendasikan aplikasi ini bagi siapa saja yang ingin memahami dunia crypto dengan cara yang praktis dan menyenangkan!""",,2
Susi Iskandar,2024-11-19,5,aplikasi ini cocok untuk yang belajar crypto. mudah di ikuti dan dimengerti. untuk pemula kaya aku ini cukup membantu dalam hal mempelajari dunia crypto.,,1
ilham swagbuck,2024-11-19,5,"gue bukan member, tapi dari info gratisan bro kaka & timothy bisa ngubah 2 jt gue(modal iseng & informasi dari ac) jadi 10 jt dalam waktu kurang dari 1 bulan, cuma modal pengetahuan yg mereka share di yt & discord bisa cuan 5x lipat padahal baru ngikutin 2 minggu,hutang terbayarkan, gue ngerasain benefit dari informasi yg mereka share, so gue bakal rate bintang 5 dan gaakan hapus apps ini sampe gue bisa bangun porto gue dan purchase membership disini, god bless u all",,0
Robertus Prasetyo,2024-11-19,5,"walupun belum bisa buat akun, yang penting dwonload dulu sekalian rating biar bisa liat MC lagi, dan buat kalian yang rating 1 dan 2 semoga sehat selalu!!!!!!!!!!!!!!",,0
Pasukan Lebah,2024-11-19,1,Saya sengaja,,0
Alvin,2024-11-19,1,"UI simple serta mudah dipahami. sukses & jaya AC, Timothy Rolan, Kalimasada. *edit, gw nyangkut di altlayer, xai, Renzo dll 😡",,3
Daning Wahyu,2024-11-19,5,"Gue emang engga berlangganan, tapi karna gue ngikutin konten dan MCnya dia bahas soal crypto, trs muncul aplikasinya sii keren dan pasti daging bgt sii untuk penggemar crypto.",,1
Aty Mustika,2024-11-19,5,Orang bilang ngapain sih beli info gitu doang banyak cari aja. Ga sebanding ama ac beneran. Mc gratisan aja daging semua. Yg punya niat jatuhin nih produk anak bangsa tolong jauh2 aja. Energi negatif kalian itu ga bermanfaat taulah 🤪🤪🤪,,1
Rafi Vadra,2024-11-19,1,Bang manta saya kapan bisa balik ke harga entry?,,2
Salma Miranda,2024-11-19,1,Hoax,,0
Boot Craft,2024-11-19,5,"Makasih timothy, hidup gw berubah sejak ngikutin semua omongan lu.",,0
Pasyaa,2024-11-19,1,mekleren lo warna apa bos,,1
Achmad Tok,2024-11-19,1,App ga bnyaak manfaat. Mahal doang,,5
Luthfi Antrasena,2024-11-19,1,Angkatan Maret,,1
Fahrul Rozi,2024-11-19,1,Aplikasi apaan ni jir malah jadi portal berita,,4
Muhammad Rian Hanafi,2024-11-19,5,"Makasih bang buat ilmu gratisnya, mungkin belum bisa nyoba aplikasi ACnya tapi siapa yang tau di masa depan di berikan kesempatan🙏🏻",,1
Iqrom L Qirom,2024-11-19,5,Sistem edukasi masa depan.,,0
Ninja King,2024-11-19,5,Sangat bagus,,0
Eto Sativa,2024-11-19,5,"1bulan baru belajar dibidang crypto. SmGa AC bisa memberi informasi dan edukasi Yang Terbaik. ini Bukan Masalah Finansial, akan Tetapi peningKatan SDM Yang Harus Di Utamakan.",,1
Efaster 379,2024-11-19,5,Ui/Ux smooth abiss,,0
Deswata,2024-11-19,1,Aplikasi berbahaya,,1
Sisilia Sri Rochmi,2024-11-19,5,Keren,,0
rick grimes,2024-11-19,1,"SAMPAH, beli kelas mahal mahal malah disuruh dyor pas signalnya nggak sesuai malah nyalahin anggota",,6
Nuzi Bhaswara Armadhan,2024-11-19,1,Ayo mari kita spam bintang 1 kawan2,,1
Coeg - Id,2024-11-19,1,"Logo Shemphak memang meresahkan,MClaren hasil duit anggota",,0
Aldi Mayadi,2024-11-19,1,apk sampah,,0
Erwin Wijaya,2024-11-19,1,Tidak recommended sama sekali.,,1
Mitch Lucker,2024-11-19,1,Jangan mau di bodohin.. Aplikasi sampah nih buat nipu member nya,,3
Reyhan _CM,2024-11-19,5,"Saya banyak belajar dari ac walau cuma yg gratisan, semoga suatu saat bisa join ac",,1
Meta,2024-11-19,5,"Jangan percaya sama yang jelek jelekin AC itu buzzer goblog,AC sangat bangus selama gw pelajari di sana banyak banget ilmunya,bagi teman temen jangan mudah percaya karna banyak org yang g suka sama AC. Sekian terimakasih 🙏",,0
Riski Saputra,2024-11-19,5,Sangat mengedukasi untuk gen z,,1
Ahmad fachrudin,2024-11-19,5,Next level untuk analisis market,,0
Apa Lu,2024-11-19,1,Akademi sampah ga bermutu,,0
Anime Aburame,2024-11-19,5,"Bnyak hal penting yg gabisa kalian dapetin di tempat lain, mantap pokonya",,0
Rafael Gaming,2024-11-19,5,Aplikasi Sangat Bermanfaat Untuk Menambah Ilmu Pengetahuan dan Berita Yang disajikan sangat mudah diicermati,,0
Asep Triana,2024-11-19,5,Sangat membantu karena informasi nya mahal,,1
charles kurniawan,2024-11-19,5,sumpah ini edukasi diluar nalar sih . fiks . gw bilang ga ada yang bisa kalahin,,0
Faldi ilyas,2024-11-19,5,the best software for market information,,0
Vin Hunter,2024-11-19,1,ga guna,,0
burhanuddin burhan,2024-11-19,5,Terima kasih ilmu gratisnya,,0
vicky pratama,2024-11-19,5,Walupun blom daftar jadi member setidaknya dwonload dulu apk nya,,0
Andre Gunawan 張喜順,2024-11-19,5,"Sangat membantu dalam mencari informasi informasi terbaru dalam industri crypto, aplikasi crypto terbaik yang pernah ada 🔥",,1
Muhammad Ikhsan,2024-11-19,1,bayar 17jt disuruh beli bitcoin.. mending 17jt nya beli bitcoin langsung dongo,,2
Ersa Kusuma,2024-11-19,1,Astaga bug nya banyak banget ampenlemot hp,,3
ferri Yanto,2024-11-19,1,Mana koin wild card wild cardmu? Dump semua gada yang mau recovery Woi kasih info yang bener,,1
Deri Maulana Ramli,2024-11-19,5,Crypto Is The Future!,,0
Gibran Syahbani,2024-11-19,1,Kecewa,,0
Viefaucetmi10tpro,2024-11-19,1,JANGAN JOIN BIKIN MISKIN DOANK,,1
M. Ray Albani,2024-11-19,5,"Aplikasi mantap, ownernya mantap juga, suka kasih edukasi dan informasi gratis 🔥🔥",,0
kontiaw,2024-11-19,1,"fix scam !!! timoty sma kalimasada itu suka membalikan fakta , buktinya di discord sudah bayar belasan juta tapi gabisa berdiskusi dia asik sendiri sedangkan member nya di bungkam AKADEMI CRYPTO SAMPAH !",,0
Windu WKP,2024-11-19,1,scam ternyata. parah parah. hati hati aja semuanya,,9
Rievi 0704,2024-11-19,5,"yang berharap ini apk gk ada minusnya... sabar bos. ini baru permulaan.. kan bisa di tolong fitur apa yg masih kurang... lu beli pada dengan harga murah... lu mikir 17 juta bisa dapet segalanya.. sadar bosss. lu berharap semua call harus profit, lu tuh cuma ngikutin call doang tanpa tau apa yg lu beli. tanpa mao belajar. cuma berharap beli 17 juta lu untung gede tanpa mau belajar.. kocak manusia... Bloomberg aja mahal pertahunnya.. itu pun masih harus lu olah sendiri..",,1
Ricky Yulianto,2024-11-19,5,sangat bermanfaat sekali untuk menggandakan uang,,1
19O5O3O24_ Gilbert Batubara,2024-11-19,1,Aplikasi sampah!!!!!!,,0
Anjay Wawa,2024-11-19,1,Pembodohan,,0
Heski Heskey,2024-11-19,5,TOLANG KASI AKSES YANG FREE YANG BELUM MAMPU UNTUK MASUK,,0
r dop,2024-11-19,1,Ga bagus,,0
Raffael 1,2024-11-19,5,Keren dah kyk bloomberg mini,,0
Agi Siallagan,2024-11-19,5,AC The best semua pembenci pasti tidak akan menyukai ini.Tetap semangat Ac,,1
Najib Aminullah,2024-11-19,1,Kadang sadar diri itu perlu..... Coba buka chanel diskusi member yang sudah ditutup liatlah respon member dan jangan takut untuk menerima kritikan dan perbaikilah,,2
Ilham Jaya,2024-11-19,1,aplikasi tersampah yang pernah ada sampai hak para member tidak terlaksana bukti bahwa mereka hanya mementingkan diri sendiri bukan keseluruhan member kita cuma dijadikan exit liquidity sama mereka berdua. sampah lebih buruk dari sampah👎,,10
Candra Wibowo,2024-11-19,5,"Ini gila si kalian yang kasi Rating bintang satu, padahal aplikasinya bagus dan smooth banget usage nya. Malah lebih mudah ambil data sama informasinya dari aplikasi daripada dari discord. Buat yang bilang belum lengkap di aplikasi apa dibanding yang ada di discord sama web, ya memang belum ini baru aplikasi versi yang keberapa kocak. Gua member lifetime benaran, jadi gua tau kok kalo ada added value atau ngga , dan ini added value yang berguna dan keren banget menurut gua",,2
14 - I Wayan Yogi Santika,2024-11-19,5,No coment,,0
Berto Eko,2024-11-19,5,Yg komen jelek mungkin yg gk punya akses masuk aja,,0
Muhammad Ragil laksmana,2024-11-19,5,"Gw cuma mau bilang terima kasih banyak untuk bro tim dan bro kaka, Karena kalian gw kenal crypto, dan sangat merubah hidup gw 👏🤝",,1
Agung Alexander,2024-11-19,1,kecewa berat.. sekem parah✋😡 kesini penasaran sama video bugil kalimasada,,8
suseno seno,2024-11-19,5,",👍👍👍",,0
Petani Kecil,2024-11-19,5,Saya hanya pengikut margin call Dan apapun itu saya kenal kripto dari mereka Tanpa mereka saya hanyalah penonton di kripto,,1
Ibnu Adi Perdana,2024-11-19,5,"Benar benar mengedukasi, keren hahaha",,1
K.9.TM. Entertainment,2024-11-19,1,"Apa""an ini semua informasi nya sama seperti yang saya dapatkan di discord dan aplikasi lain, gak ada info yang ekslusif",,15
may nando,2024-11-19,1,"AC sampah, join mahal mahal 17JT cuma buat hold manta jadi investor abadi ga recommend",,0
Agushae Hae,2024-11-19,1,Aplikasi sesat berbahaya.. gabung 12juta. Dpt call minus 50-90 persen. Jual rumah beli altcoint. Anjir ilang rumah gwa,,0
Johan Sanusi,2024-11-19,5,Keep it up,,0
Muhammad Sahmad,2024-11-19,5,yang ngasih bintang 1 itu bukan member ac asli mereka mau menjatuhkan dengan riview bintang 1 di kasih uang 5 ribu wkwkwk,,0
Salman Fariz,2024-11-19,5,Mantap keren pokokny koh tim dan prof kaka,,0
tape bos,2024-11-19,1,mending cari yg gratisan le,,5
Noer Fitria,2024-11-19,5,"Aplikasi keren,semoga bisa sehebat Bloomberg..perlu tambahan untuk search yang memudahkan pencarian dan notifikasi biar ga ketinggalan update infonya,selama ini buka setiap hari sih supaya ga ketinggalan,aplikasinya sangat membantu dalam keputusan investasinya.trmksh...sukses terus Akademi Crypto",,2
Cakra Kahn,2024-11-19,1,ini aplikasi penipuan berkedok edukasi dan investasi,,2
Feliks Marchello,2024-11-19,4,Bagus,,0
Adryan Martianosa,2024-11-19,1,Apk nya butut sering ngelag pas war,,1
Dwi Prananda,2024-11-19,5,Platform edukasi seputar crypto top no 1 di Indonesia bahkan dunia,,0
Arnold Tamelan,2024-11-19,5,"Sangat bermanfaat, gara gara AC, dan sering MC gw bisa bangun usaha gw lagi",,1
Bang Quemanz,2024-11-19,1,Cuma orang tolol yang percaya kelas kalau dia jago kenapa butuh duit member tknggal trading aja bayar mahal2 cuma mau di kibulin,,1
Aj Nai,2024-11-19,1,"Ikut kelas belasan juta,pas beli koin yg di call malah minus sampai 70%. Niat ingin profit malah rungkat",,2
Kevin Riady,2024-11-19,1,Rugi sih lu spend duit banyak masuk AC,,1
akmal,2024-11-19,5,Sangat berguna dan bermanfaat untuk jangka panjang,,1
jaja aja,2024-11-19,1,"Katanya udah kaya, tapi masih mulung dana dari pengguna nya",,1
Mahatma Indri,2024-11-19,1,Penipuan,,0
fauzan ali,2024-11-19,5,"Bagus ini aplikasinya , berita ekonomi global, research dari AC tentang token dan modul pembelajaran trading atau invest crypto jadi 1 aplikasi, bagus deh buat yang mau belajar crypto",,1
setiawan dwi,2024-11-19,1,"gabung kelas ini ga ada manfaatnya, cuih",,4
Ibnu Sakdan,2024-11-19,5,Wih keren apknya,,0
REYHAND MULIA FERNANDES,2024-11-19,5,nice,,0
Kris Johan,2024-11-19,5,Informasi ter update tentang crypto disini,,0
fernanda tio,2024-11-19,5,lebih nyaman disini daripada di discord,,0
irwan hariawan,2024-11-19,5,Komunitas Edukasi yg Bermanfaat,,1
Rudi 27,2024-11-19,5,"SUNGGUH MIRIS YG KSH BINTANG 1,PADAHAL MEREKA GAK BISA LOGIN DI APK NYA, TAU DALAMNYA AJA KGK CUIHH, DI DLM APK INI FULL PEMBELAJARAN, SEMOGA OKNUM² GA BERTANGGUNG JAWAB SEGERA DI TANGKAP",,0
Rafly Ramadhan,2024-11-19,5,Bagussss,,0
Xray Nugrha,2024-11-19,1,"aplikasi sampahh mnding jangan download kalean pada, daripada nyesel nih apk sampah banget gak guna kek owner nya",,4
malkia egel makalew,2024-11-19,5,"Aplikasi yg sangat bagus, informasi nya valid dan risetnya mudah di mengerti, terimakasih ko tim dan prof kaka dan tim AC",,1
pejuang syuhada,2024-11-19,1,gak bisa di buka,,1
Al Basyar,2024-11-19,5,sangat berguna bagi yg haus pengetahuan,,0
Rifin Qr,2024-11-19,5,"Terimakasih telah menjadi wadah buat kita2 yang masih ingin belajar di sini, walau pun saya bukan meber di ac tpi saya mendapatkan ilmu yng sangat banyak, Bukan untung ngebela ac tpi ini dri Pov saya = dengan adanya ac saya bisa belajar hal2 yg blum pernah saya tau sebelum nya, TERIMAKASIH TR & AVS",,1
Hadi Jr9,2024-11-19,5,Infomarsinya daging berguna bngt,,0
Ardians XD,2024-11-19,1,akademi rungkat,,0
Andi Kurniawan,2024-11-19,5,"makasi ncek ,prof kka dan tim yg bekerja keras d balik semua ini, sangat membantu hidup saya",,1
muhammad Rizki Arief,2024-11-19,5,Bagus sekali,,0
Kibomss. 06,2024-11-19,5,"Sukses Selalu AC, Maju terus 📈🚀",,0
3C_Bandri Wijaya,2024-11-19,5,"Yg ngasih rating 1 biasanya sih nyangkut, all in = mental penjudi🤣",,0
Dian Ambar Kusuma,2024-11-19,5,Aplikasi keren dengan berita A1 👍,,0
Edgar Erlangga,2024-11-19,5,"Sumpah ncek bagus bgt aplikasinya🤣🤣, buat kalian para buzzer yang nyerang nih aplikasi, kalian bakal sadar ketika kalian sudah jatuh miskin beberapa tahun lagi karena ga paham financial dan ekonomi, ini aplikasi yang bakal kalian butuhin disaat kalian sudah jatuh..",,1
Dwi Bismilah,2024-11-19,1,Rugi join mahal mahall malah jadi sangkuter gak sesuai omongan bisanya fomoin doang,,9
Abeh Cede,2024-11-19,1,Ulty nolan,,0
Gilang Surya Firdaus,2024-11-19,5,Semoga bisa jadi member ac,,0
Kaka Gaming,2024-11-19,5,Yang nilai jelek semoga hidupnya miskin terus.. Jelas2 manfaat bikin lo pada kaya.,,0
Aang Sanjaya,2024-11-19,5,Good job,,0
yuda eka yulianto,2024-11-19,5,Yang ngga punya otak Jangan download. Aplikasi ini bukan untuk kalian.,,0
DesGame,2024-11-19,5,Nice app,,0
Leon,2024-11-19,1,"Berkat akademi crypto, dari saya yang selalu punya uang sekarang sudah habis karena minus yang terlalu banyak. Webinar yg mereka keluarkan juga semua sia sia saja. RUGI!!",,2
dzaka hevin,2024-11-19,5,Ikut kelas Timothy Ronald biar bisa belajar crypto,,0
Didin Nurudin,2024-11-19,1,Vidio di buka ga ada suara..minta bantuan admin by wa ga ada tanggepan🥲,,8
Fake Face,2024-11-19,5,Baguss... Untuk nonton modul modul juga jadi lebih gampang... Mantap pokoknya,,1
Era Manda,2024-11-19,1,"Aplikasi sampah, flexing terus , Merusak moral bangsa",,7
Felix Purba,2024-11-19,1,Aplikasi yg sangat tidak bermanfaat sama sekali,,2
Hisyam Nazih,2024-11-19,5,Mantap Ilmunya,,0
Gian Dftrh,2024-11-19,1,"Bayar puluhan juta buat sampah. Gini amat nyari makan sampe jualan kelas hasil copy paste,member komplain malah dibungkam,badut badut",,3
rifki firli,2024-11-19,1,Njirr bayar mahal2 suruh marketing pula Mc lagi ketika diatas 4 ya,,3
Alfi Jar,2024-11-19,1,Bagus aplikasinya kalo ga di download,,1
Aank,2024-11-19,1,Cara merubah 1m menjadi 6 jt,,2
Nayeon,2024-11-19,1,Aplikasi apa ini ngeleg,,0
Dimas Andriano H,2024-11-19,1,Academy cutloss,,0
machrus ferdian,2024-11-19,5,Saya hanya penikmat informasi gratis. Namun Kalau tidak ada akademi crypto mungkin saya sudah tersesat sekarang,,1
l fan,2024-11-19,5,Sejauh ini sangat bagus dan membantu. Terlebihada akses lifetime untuk member yg percaya dari awal.,,1
M. FIRMANDHANI,2024-11-19,5,Bagus memberikan informasi,,0
ramos,2024-11-19,5,"aplikasi yang recommended buat yang mau belajar tentang crypto, banyak edukasi tentang crypto.",,1
Nadia Hasan,2024-11-19,5,The best sih...,,0
Kenzo Sutanto,2024-11-19,5,Aplikaisnya bagus,,0
gilang purnama,2024-11-19,1,"Sampah, bayar 15jt cuma buat minus portofolio aja",,2
Dlyy Gallagher,2024-11-19,5,"aplikasi nya bagus, saya pake aplikasi ini memahami crypto nya jauh lebih mudah,cocok buat pemula yg mau belajar crypto",,1
fahmi Rosid,2024-11-19,5,"Akademi Crypto adalah aplikasi yang sangat bermanfaat semoga founder dan co founder sehat"" Dan bisa memberi edukasi"" Yang terbaik (saya harap akademi Crypto terus berkembang)",,1
Irsyad Mha,2024-11-19,5,"beli kelas kaga, pada nilai buruk lu pada anj",,0
Gilang Afriansyah,2024-11-19,1,kembalikan uang saya,,1
Ba Ra,2024-11-19,1,17 juta di suruh hold,,1
VIRTUOUS Zou,2024-11-19,5,Dowload dulu aja siapa tau nanti ada rezeki terus bisa buka akses nya.,,1
Fitra RmdF,2024-11-19,5,Yg rating jelek otaknya minus,,0
Yuda Swp,2024-11-19,5,Apk bagus dan bermanfaat,,0
Afdal Mastan,2024-11-19,5,Semoga trus maju AC walaupun gua bukan member tpi gua suka semenjak adanya timothy di media sosial bayak orng yg berubah dri kehidupan nya gua heran kok byk yang iri dan benci dengan AC ya 🤣 APAKAH MEREKA JUALAN KELAS NGK ADA YANG MASUK😀,,1
Muhamad Anan,2024-11-19,1,Aplikasi sampah,,0
Muhammad Putra,2024-11-19,5,"Nice, keep up the work AC!",,0
M. Ridwan,2024-11-19,5,Baguss,,0
Uwuu Shitmeme,2024-11-19,1,ubah aja namanya jadi akademi scam mau aja lo di bodohin timoti tolol🤪,,6
Ronal Ferdo,2024-11-19,5,"Mantap ,jadi lebih mudah buat balajar tentang investasi dan trending ,semenjak ada aplikasi ini,gue slalu support👏👏👏",,0
Cornelius Remi,2024-11-19,1,"Kelas bodoh,penipuan,jangan dibeli cuma buang-buang duit,nge call buat jadi exit liquidity doang.",,2
Redy Ravanela,2024-11-19,1,"Udah bayar 17 juta setahun di tambah 20jt webinar ternyata ga ada hasil di cuekin , aplikasi penipuan, tolong di banned aja... Sudah banyak korban nya!!!",,1
Naila Hani,2024-11-19,5,"Cuman orang bodoh yg ngasih bintang satu, Keliatan sekali ketololannya.",,0
Se That,2024-11-19,1,"Angkat Maret masih rugi banyak,,,nyesal masuk kelas ini!!! Buat kalian jangan masuk kelas nanti menyesal,,dia Hanya fokus jualan kelas. Aplikasi sampah hanya isi berita ga bermutu.",,12
Bayu Mahendra,2024-11-19,5,App nya sangat bermanfaat bisa dapat berita terupdate tanpa menunggu lama. Beserta modul modul yg ada untuk saya belajar,,1
Rozzaq skb,2024-11-19,5,"Nice aplikasi, utk yang rating jelek, keliatan bgt bukan member.",,1
Ahlak Eka Bakhtiar,2024-11-19,5,Yg ngasih rating jelek itu bukan member sepertinya,,0
Adhystira Raihan,2024-11-19,1,Aplikasi gajelas,,0
Hosyikage Kisame,2024-11-19,5,"Bro tim bro tim, ingat ini wakanda jadi memang perlu sangat banyak perjuangan, mungkin klo ini ada di negara maju udah lain cerita, ingat lah waktu btc awal hadir bro tim, tetap semangat",,0
Fauzan Rama,2024-11-19,5,Ga dapet akases soalnya blm jadi member,,0
Ip Xr,2024-11-19,1,aplikasi tolol member tolol timoti tolol bayar 17 juta cuma buat minus goblo goblo,,0
handika,2024-11-19,5,"Dari dulu sampe sekarang sangat terbantu dengan apa yg disajikan sma akademi crypto baik dari edukasi maupun informasi, next semoga bisa segera dapat akses ke apk nya",,1
Ngegame bentar,2024-11-19,1,Buat yang diluar server INDONESIA DANGER this is SCAM please DYOR!!!,,3
Arip Kustian,2024-11-19,5,good,,0
Levin Cuaca,2024-11-19,5,"Biarpun saya tidak bisa masuk karena tidak member ac, tapi saya bersyukur orang miskin seperti saya masih ada yang perduli ya itu akademi crypto ini lewat mc di youtube big thanks to timoty and bro kaka sehat terus, jaya ac selamanya!",,1
Heronimus Yosua,2024-11-19,5,walaupun aku belum masuk tapi menurutku yang ngasih bintang 1 itu spesies monyet kayaknya.,,1
cit_ cit_,2024-11-19,5,Very good app,,0
Djodi Prasetiya,2024-11-19,5,Informasi yang dikasi sangat membantu,,0
Anwar Siar,2024-11-19,1,Beli kelas mahal mahal giliran di kompalin di kick,,1
Tello Godog,2024-11-19,5,AC yang mempelajari soal percyptoann,,0
Rahmat Channel,2024-11-19,5,"Aplikasi yg sangat bagus, di banding Bloomberg terminal harus ribet2 dan mahal ini simple dan murah",,1
kaye baskara,2024-11-19,1,bayar mahal mahal malah mau ditampol kalimasada. bull market baby akwokwowk,,2
Akmal Dira,2024-11-19,1,"Aplikasi gak jelas, disuruh bayar mahal, tapi isinya zonk",,20
Kadung,2024-11-19,1,"Ga ada notifikasi, loading nya lama , kurang responsif, buka tutup aplikasi jadi ribet",,31
Sidik Nurcahyono,2024-11-19,5,"Untuk saat ini Memang saya belum bisa atau belum mampu mengikuti kelasnya dan masuk ke aplikasinya, Tetapi Setiap Informasi yg di sampaikan dan diberikan itu banyak dampak positifnya di kehidupan ku, Memang saat ini saya blm meraih keuntungan di dunia krypto karena pekerjaan saya hanyalah kuli pasar, tpi percayalah selagi kalian bisa atau mampu untuk mendapatkan informasi yg bermanfaat ini memanfaatkan informasi sebaik2nya kalian akan berhasil dikemudian hari .",,0
Muhammad Saldy Sangputra,2024-11-19,5,Ayo margin call,,0
Kusuma Ramdhani,2024-11-19,1,Apaan ini baru instal cuma ada login ngga ada info lain,,16
Oliver Cen,2024-11-19,5,Berguna sekali,,0
Bandiyah Samo,2024-11-19,1,Mana manta yg kau janjikan bang,,1
Ismail Nugraha,2024-11-19,1,Akademi sales crypto sih lebih tepatnya atau akademi belajar bareng crypto WKAKAKA ngotak tolol bayar 17jt (±$1000) suruh hold token airdrop,,1
Rendi Tulep,2024-11-19,5,good job apk crypto terbaik,,0
Brotzy Hutapea,2024-11-19,5,Gas margin call bang,,0
34_wendra putra pratama,2024-11-19,5,"Semangat ncekk & prof kk, terimakasih buat ilmu nya sukses terus kedepannya",,0
Donny Ary,2024-11-19,5,Mantab dan joss,,0
Pikki ardiyanto,2024-11-19,3,Harus Gua akuin sih..maaf orang joint kelas beliau tujuanya cuma 1 pengen cuan..terlalu over marketing dan gua ga banyak sampein keluh kesah tp sudah banyak yg terwakili dari member yg kasih rate bintang 1..semoga jangan terulang lg seperti kelas Ternak Uang..gua percaya Timothy dan kalimasada org baik semoga kedepanya banyak perbaikan ya..,,16
Rizna Wirawan,2024-11-19,5,Keren,,0
Hanjoko Bong,2024-11-19,5,"Smooth dan lancar , next tinggal push notif saja 🙏",,1
Muhammad Mulyadi Habirun,2024-11-19,5,Nice,,0
HnD Farmer,2024-11-19,5,"Belum bisa login, tapi memalui margin call bisa cuan,,, Sangat membantu dlm hal kecerdasan keuangan",,1
Adrian Julianto,2024-11-19,1,akademi paling sampah,,0
catur investama,2024-11-19,2,"Saya cuma mau berbagi pengalaman aja. Sejak ikut program AC sekitar Maret atau April, banyak coin2 yang mereka Call (walaupun yg klik buy I) tapi hasilnya malah rugi sekitar 80%. Rasanya sih nggak beda jauh dari ikut grup gratisan informasinya. Menurut saya, teknik yang diajarkan lebih fokus ke framing yang sangat pintar jadi kita tergiur.tdk ada penjelasan yang jelas soal cara keluar dari posisi yang udah merugi. Jadi, saya rasa lebih baik nggak usah lanjut ikut AC, cari digratisan atau youtub",,3
Amar Sultan,2024-11-19,5,Aplikasi nya bgus dan keren,,0
Muhammad Farhan,2024-11-19,1,"Aplikasi jelek gak berguna, jadiin bisnis pribadi yang harganya mahal banget. Gak berguna gak ada akses ke aplikasi, langganan lifetime gaka ada dasar incar duit aja.",,3
Eka Alfreda,2024-11-19,5,Sebuah paket berharga jutaan rupiah,,0
ini feb,2024-11-19,1,"Jangan mau beli kelas ini,pembodohan ! ! Lebih baik dr awal mencegah daripada nyesel nya belakangan! !",,2
Linda Goto,2024-11-19,5,Keren abisss,,0
r/bitcoin,2024-11-19,5,"Lu pada yang giring opini gausa ikut rate ya, ganggu orng aja apalagi sampe bikin batal MC.",,0
yovita laurensia,2024-11-19,5,Super the best aplikasi !! Wagyu A5 . Sukses terus timothy and kalimasada !! All the best !!,,0
Achmad Effendi,2024-11-19,1,Bayar 17 juta cuma buat materi yang udah bertebaran gratis di platform lainnya? Lawakkkk,,1
Adrian Wahyu,2024-11-19,5,"sebuah aplikasi informasi bisa diolah menjadi uang, good job.",,1
Roy Adhi,2024-11-19,5,Good apk,,0
Ahmad wijaya,2024-11-19,5,Up up up,,0
Ryan Dr,2024-11-19,1,Awowkwok scam,,0
RAMA GAMING,2024-11-19,5,Keren banget ncek proff semoga bisa di kembangkan lagi dari segi fitur nya biar langsung ngebuka nya apk nya langsung buka ke discord lagi,,1
Geovani Baptista Rossi Tandri,2024-11-19,5,sekelas internasional,,0
cessy aja,2024-11-19,5,Terimakasih sudah membantu menyediakan real informasi untuk di cerna,,1
rifki arbi,2024-11-19,1,Tidak sesuai ekspektasi,,1
RIDWAN MUZAQI,2024-11-19,5,APLIKASI MANTAP INFORMASI CEPAT,,0
Abdi Rama,2024-11-19,5,Mantap,,0
Achelyon Asmara Panjaitan,2024-11-19,5,"Walaupun gua bukan orang yang termasuk bisa akses ini AC, tapi gua sangat"" Menghargai modul GRATIS MC GRATIS DI Youtube, gua salut sama bg timoti bg kalimasada yang terus mengasih insight baru. Terus berkarya ya bang! Terimakasih bang!!!",,1
putra wardiyanto,2024-11-19,5,"Maaf,saya tidak ikut member🙏. Saya pengangguran,cari kerjaan masih sulit,mau dagang tidak ada modal. Terima kasih edukasinya.",,1
Manda,2024-11-19,1,amvasssss,,0
Yudha Rama,2024-11-19,5,Bagus,,0
Melisa Ica,2024-11-19,5,Sangat membantu terimakasih untuk semua tim,,1
Wian Teguh Nugraha,2024-11-19,5,Yang rating jelek biarin aja ncek,,0
Bayu Mustaqim,2024-11-19,5,"Yg ratting jelek padahal gk punya akses ke aplikasi nya, cuman download doang.",,0
M andre Syahputra,2024-11-19,5,Terlihat sangat sangat bagus walaupun saya bukan member tapi saya menghargai aplikasi nya,,1
John Guanteng,2024-11-19,5,Gas,,0
Rangga Mahardika,2024-11-19,5,Moga suatu saat bisa masuk,,0
Ade 220 A220,2024-11-19,5,Kasih bintang 5. Walau ga bisa akses masuk karna hanya untuk member ac nya aja.setidak nya saya sudah cuan dari yang gratis nya.. Dan kalau cuan lebih besar lagi saya akan join ke ac untuk bisa masuk dan belajar lebih dalam sampai cuan lebih besar.. Terimakasih buat ac..,,3
Ryan Sofian,2024-11-19,5,Best aplikasi,,0
Ramdan,2024-11-19,5,Walaupun gua bukan member AC tapi saya sangat suka dengan acara Margin Call sangat merubah hidup saya dan minsed saya tentang Uang,,1
